"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L1";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  i";"    SW1";"Ca. Maﬂe  Approx. Dimensions  SW3";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"630 ";"6 ";"M 12 x 1,5 ";"28,0 ";"13,0 ";"12 ";"17 ";"17 ";"GE-S-06-M 12x1,5 ";"9,71 ";"S ";"4133 "
"630 ";"6 ";"M 14 x 1,5 ";"30,0 ";"13,0 ";"12 ";"19 ";"17 ";"GE-S-06-M 14x1,5 ";"10,61 ";"S ";"4134 "
"630 ";"8 ";"M 12 x 1,5 ";"32,0 ";"15,0 ";"12 ";"17 ";"19 ";"GE-S-08-M 12x1,5 ";"16,5 ";"S ";"4135 "
"630 ";"8 ";"M 14 x 1,5 ";"30,0 ";"15,0 ";"12 ";"19 ";"19 ";"GE-S-08-M 14x1,5 ";"11,22 ";"S ";"4136 "
"630 ";"8 ";"M 16 x 1,5 ";"33,0 ";"15,5 ";"12 ";"22 ";"19 ";"GE-S-08-M 16x1,5 ";"16,5 ";"S ";"4137 "
"630 ";"10 ";"M 14 x 1,5 ";"32,0 ";"14,5 ";"12 ";"19 ";"22 ";"GE-S-10-M 14x1,5 ";"16,5 ";"S ";"4138 "
"630 ";"10 ";"M 16 x 1,5 ";"31,0 ";"15,0 ";"12 ";"22 ";"22 ";"GE-S-10-M 16x1,5 ";"12,35 ";"S ";"4139 "
"630 ";"10 ";"M 18 x 1,5 ";"31,0 ";"15,0 ";"12 ";"24 ";"22 ";"GE-S-10-M 18x1,5 ";"14,29 ";"S ";"4140 "
"630 ";"12 ";"M 12 x 1,5 ";"33,5 ";"16,5 ";"12 ";"22 ";"24 ";"GE-S-12-M 12x1,5 ";"16,5 ";"S ";"4141 "
"630 ";"12 ";"M 14 x 1,5 ";"33,0 ";"16,0 ";"12 ";"22 ";"24 ";"GE-S-12-M 14x1,5 ";"15,5 ";"S ";"4142 "
"630 ";"12 ";"M 16 x 1,5 ";"35,5 ";"17,0 ";"12 ";"22 ";"24 ";"GE-S-12-M 16x1,5 ";"15,5 ";"S ";"4143 "
"630 ";"12 ";"M 18 x 1,5 ";"33,0 ";"17,0 ";"12 ";"24 ";"24 ";"GE-S-12-M 18x1,5 ";"13,29 ";"S ";"4144 "
"630 ";"12 ";"M 20 x 1,5 ";"36,0 ";"17,5 ";"14 ";"27 ";"24 ";"GE-S-12-M 20x1,5 ";"16,5 ";"S ";"4145 "
"400 ";"12 ";"M 22 x 1,5 ";"36,5 ";"17,5 ";"14 ";"27 ";"24 ";"GE-S-12-M 22x1,5 ";"16,5 ";"S ";"4146 "
"630 ";"14 ";"M 20 x 1,5 ";"37,0 ";"19,0 ";"14 ";"27 ";"27 ";"GE-S-14-M 20x1,5 ";"16,59 ";"S ";"4147 "
"400 ";"14 ";"M 22 x 1,5 ";"39,0 ";"18,5 ";"14 ";"27 ";"27 ";"GE-S-14-M 22x1,5 ";"26,5 ";"S ";"4148 "
"400 ";"16 ";"M 18 x 1,5 ";"40,0 ";"18,0 ";"12 ";"27 ";"30 ";"GE-S-16-M 18x1,5 ";"23,26 ";"S ";"4149 "
"400 ";"16 ";"M 22 x 1,5 ";"37,0 ";"18,5 ";"14 ";"27 ";"30 ";"GE-S-16-M 22x1,5 ";"20,96 ";"S ";"4150 "
"400 ";"20 ";"M 27 x 2 ";"42,5 ";"20,5 ";"16 ";"32 ";"36 ";"GE-S-20-M 27x2 ";"28,79 ";"S ";"4151 "
"400 ";"25 ";"M 33 x 2 ";"47,0 ";"23,0 ";"18 ";"41 ";"46 ";"GE-S-25-M 33x2 ";"49,47 ";"S ";"4152 "
"250 ";"30 ";"M 42 x 2 ";"50,0 ";"23,5 ";"20 ";"50 ";"50 ";"GE-S-30-M 42x2 ";"57,52 ";"S ";"4153 "
"250 ";"38 ";"M 48 x 2 ";"57,0 ";"26,0 ";"22 ";"55 ";"60 ";"GE-S-38-M 48x2 ";"74,65 ";"S ";"4154 "
